-1.957016000000000089e+00 -6.351299999999999724e-01 8.593659999999999632e-01 2.790039999999999742e-01 -1.297639999999999905e-01 4.861969999999999903e-01 -8.211150000000000393e-01 1.902540000000000064e-01 1.728204999999999991e+00
-1.855229999999999935e+00 -9.354829999999999535e-01 8.723039999999999683e-01 3.102509999999999990e-01 -8.562200000000000366e-02 5.109080000000000288e-01 -7.551630000000000287e-01 2.242999999999999994e-01 1.713734000000000091e+00
-1.855229999999999935e+00 -9.354829999999999535e-01 8.723039999999999683e-01 3.102509999999999990e-01 -8.562200000000000366e-02 5.109080000000000288e-01 -7.551630000000000287e-01 2.242999999999999994e-01 1.713734000000000091e+00
6.348200000000000509e-01 1.565547999999999940e+00 1.749735999999999958e+00 -9.346510000000000096e-01 -2.791049999999999920e-01 -8.841179999999999595e-01 -3.147329999999999850e-01 -9.562960000000000349e-01 -5.812009999999999676e-01
-3.408470000000000111e-01 -1.678679999999999894e-01 -1.123081999999999914e+00 -1.421915000000000040e+00 -3.791900000000000132e-02 1.242852999999999986e+00 8.244820000000000482e-01 1.700004999999999988e+00 -6.757090000000000041e-01
1.155307000000000084e+00 1.557290000000000063e-01 -5.168190000000000284e-01 2.253432000000000102e+00 -9.654160000000000519e-01 -6.860610000000000319e-01 -4.531160000000000188e-01 -8.202789999999999804e-01 -1.227779999999999982e-01
7.941880000000000051e-01 -5.258089999999999709e-01 -1.094940000000000024e+00 -1.392306999999999961e+00 -1.510200000000000084e-02 1.259387000000000034e+00 -8.995100000000000318e-02 1.714296000000000042e+00 -6.497619999999999507e-01
-7.839110000000000245e-01 -8.528440000000000465e-01 -3.435650000000000093e-01 2.289741999999999944e+00 1.087231000000000058e+00 -5.969139999999999446e-01 -2.482040000000000080e-01 -7.978340000000000432e-01 2.462999999999999912e-01
1.974380999999999942e+00 4.445089999999999875e-01 -4.174499999999999739e-02 -8.119549999999999823e-01 -1.354441000000000006e+00 -5.369850000000000456e-01 1.446649999999999880e-01 -9.297379999999999534e-01 1.111310000000000020e+00
-1.714900000000000105e-02 -4.999419999999999975e-01 -6.533930000000000016e-01 9.710520000000000262e-01 -1.067650999999999906e+00 1.270979999999999999e+00 -1.357194999999999929e+00 1.642813000000000079e+00 -2.895150000000000223e-01
1.417704999999999993e+00 6.307650000000000201e-01 1.820970999999999895e+00 -9.500779999999999781e-01 3.891200000000000214e-02 -8.738420000000000076e-01 -6.848520000000000163e-01 -9.827339999999999964e-01 -4.168470000000000231e-01
-1.139378999999999920e+00 -1.434209999999999929e-01 -4.251179999999999959e-01 -5.723030000000000062e-01 1.680018999999999929e+00 -5.197570000000000245e-01 1.919542999999999999e+00 -5.948109999999999786e-01 -2.047730000000000106e-01
-5.651500000000000273e-02 9.797609999999999930e-01 -5.917670000000000430e-01 2.345902000000000154e+00 -9.402690000000000214e-01 -7.232460000000000555e-01 9.929799999999999738e-02 -8.275160000000000293e-01 -2.856480000000000130e-01
3.422910000000000119e-01 -3.183739999999999903e-01 -5.283600000000000518e-01 -8.609700000000000131e-01 2.454153999999999947e+00 -7.422260000000000524e-01 5.957379999999999898e-01 -9.118330000000000046e-01 -3.042100000000000012e-02
-1.351559999999999984e-01 3.557600000000000345e-02 -9.072310000000000096e-01 1.064013000000000098e+00 1.737600000000000033e+00 -1.096883000000000052e+00 1.015036000000000049e+00 -1.247287000000000035e+00 -4.656689999999999996e-01
1.347320000000000073e+00 -1.373826999999999909e+00 -2.439399999999999902e-02 -5.484229999999999938e-01 -9.175149999999999695e-01 -3.613410000000000233e-01 1.746626999999999930e+00 -6.285589999999999788e-01 7.601109999999999811e-01
1.924930000000000030e+00 -1.133415999999999979e+00 3.832360000000000211e-01 -2.057289999999999952e-01 -6.205580000000000540e-01 4.534999999999999969e-03 -1.322157999999999944e+00 -2.957960000000000034e-01 1.264955000000000052e+00
-1.974670000000000036e-01 -2.088949999999999974e-01 -6.765189999999999815e-01 -8.595289999999999875e-01 -9.884290000000000020e-01 2.339017999999999819e+00 -5.801499999999999713e-02 1.052378000000000036e+00 -4.025420000000000109e-01
-4.227710000000000079e-01 -2.861810000000000187e-01 -9.543100000000000194e-02 -3.883300000000000085e-01 -5.946289999999999631e-01 -2.837629999999999875e-01 -9.435409999999999631e-01 2.671590000000000131e+00 3.430570000000000008e-01
-2.038355000000000139e+00 -3.103940000000000032e-01 8.343800000000000106e-01 2.424060000000000104e-01 -1.745420000000000027e-01 4.537450000000000094e-01 -8.797249999999999792e-01 1.518799999999999872e-01 1.720604000000000022e+00
-1.408900000000000083e-02 -1.668965999999999950e+00 2.671689999999999898e-01 7.153340000000000254e-01 -4.928759999999999808e-01 5.113550000000000040e-01 -1.430549000000000071e+00 4.048499999999999877e-01 1.707772000000000068e+00
8.278769999999999740e-01 -6.787699999999999845e-01 -6.142600000000000143e-02 -5.244769999999999710e-01 -9.569819999999999993e-01 2.092026999999999859e+00 -1.292642000000000069e+00 7.636049999999999782e-01 -1.692130000000000023e-01
